,Station,Roadway Name,Station Start,Station End
849,55626,PHROANE AVE,GUY R BREWER BLVD,165TH ST
1108,55628,159TH ST,N CONDUIT AVE,140TH AVE
1215,55629,167 ST,147TH AVE,146TH AVE
47,55630,192 ST,NASHVILLE BLVD,120TH AVE
348,55632,LANSING AVE,SOUTH CONDUIT AVE,232ND ST
472,55633,144 RD,ROCKAWAY BLVD,DEAD END
575,55634,222 ST,145TH AVE,S CONDUIT AVE
933,55637,MARSDEN ST,BAISLEY BLVD,SMITH ST
1118,56008,FRANCIS LEWIS B,UNION TPKE,IN 495
770,56015,E HAMPTON BLVD,233RD ST,HORACE HARDING EXPY WB
386,56022,39TH AVE,FRANCIS LEWIS BLVD,BELL BLVD
668,56024,53RD AVE,UNDERHILL AVE,BELL BLVD
529,56033,HOOVER AVE,132ND ST,134TH ST
850,56036,HONEYWELL ST,SKILLMAN AVE,NORTHERN BLVD
361,56052,I495 at NY907M,MERGE FROM 907M NB&I678,DIVERGE TO 907M SB
14,56080,907A Exit 29,DIVERGE FROM 907M WB OFF,DIVERGE FROM 907M WB OFF
638,56084,907D at Exit 19,907D EB (OFF),DIVERGE TO NY878&LEFFERTS BL
42,56090,I678 Exit 7 and,I678 SB (OFF),908B WB (ON)
154,56111,BULOVA AVE,I278 W SERVICE RD,I278 E SERVICE RD
884,56146,147TH ST,PARSONS BLVD,35TH AVE
900,56186,FOREST PARK DR,MYRTLE AVE,METROPOLTIAN LA
1050,56187,I495 Exit 31,907A SB (OFF),MERGE 907A SB&NB OFF
530,56203,MEADOW LAKE DR,I678 SB RAMP,69TH RD OFF RAMP
353,56372,N CONDUIT AVE,BROOKVILLE BLVD,VAN WYCK EXPY
207,56391,44TH AVENUE,69TH ST,76TH ST
360,56392,45TH AVE,QUEENS BLVD,BROADWAY
618,56394,57TH AVE,GRAND AVE,QUEENS BLVD
1007,56397,JUNIPER BLVD SO,69TH ST,71ST ST
637,58014,HUNTERS PT AVE,30TH ST,VAN DAM ST
671,58064,SEAGIRT BLVD,BEACH 9TH ST,NASSAU CO LINE
126,60001,Goethals Bridge,NEW JERSEY STATE LINE,START I-278/440 OLAP
285,60002,Staten Island E,START I-278/440 OLAP,RICHMOND AVE EXIT
686,60005,Staten Island E,END I-278/440 OLAP,EXIT TO SLOSSON AVE
563,60014,WEST SHORE EXP,EXIT 8 SOUTH AVE,START 278I/440 OLAP
758,60015,MLK EXPRESSWAY,MRG I-278 WB OFF RMP,FOREST AVE EXIT
830,60016,MLK EXPRESSWAY,FOREST AVE EXIT,NEW JERSEY STATE LINE
613,61004,RICHMOND TERR,LOCKMAN AVE,VAN PELT
464,61113,BAY ST,VAN DUZER ST,RICHMOND TERR
914,61116,STEUBEN ST,WINDMERE RD,OLGA PL
36,61120,CLOVE RD,HYLAN BLVD,RICHMOND RD
465,61133,FOREST AVE,JEWETT AVE,BROADWAY
639,61134,FOREST AVE,BROADWAY,VICTORY BLVD
1119,61138,GOETHALS RD N,FOREST AVE,WESTERN AVE
1222,61139,GULF AVE,6th AVE,FOREST AVE
183,61141,HYLAN BLVD,PAGE AVE,RICHMOND AVE
1110,61148,HYLAN BLVD N,I 278,COLTON ST
1214,61149,HYLAN BLV S BND,COLTON ST,I 278
863,61166,RICHMOND AVE,RICHMOND HILL RD,ROCKLAND AVE
982,61167,RICHMOND AVE,ROCKLAND AVE,VICTORY BLVD
699,61175,RICHMOND RD,MIDLAND AVE,TARGEE ST
1030,61187,VICTORY-NY440,VICTORY BLVD,NY 440 NB
1120,61188,ROCKLAND AVE,RICHMOND RD,MANOR RD
198,61191,S BRIDGE ST,ARTHUR KILL RD,PAGE AVE
692,61195,ST PAULS AVE,VICTORY BLVD,VAN DUZER ST
61,61200,TODT HILL RD,FAIRVIEW PL,OCEAN TER
187,61201,TODT HILL RD,OCEAN TER,SLOSSON AVE
27,61210,VICTORY BLVD,BRADLEY AVE,MANOR RD
162,61211,VICTORY BLVD,MANOR RD,CLOVE RD
201,61301,ARTHUR KILL RD,GIFFORDS LN,TANGLEWOOD DR
356,61302,ARTHUR KILL RD,TANGLEWOOD DR,CLARKE AVE
614,61304,RICHMOND AVE,FOREST HILL RD,RICHMOND HILL RD
82,62000,ARTHUR KILL RD,OUTERBRIDGE CROSSING,BLOOMINGDALE RD
506,62003,CASTLETON AVE,NICHOLAS AVE,JERSEY ST
381,62012,HOWARD AVE,CLOVE RD,LOUIS ST
502,62013,S GANNON AVE,VICTORY BLVD,MANOR RD
745,62015,W SERVICE RD,MULDOON AVE,ARTHUR KILL RD
883,62016,BEMENT AVE,CLOVE RD,RICHMOND TERR
236,62021,PORT RICHMOND A,TRANTOR PL,RICHMOND TER
1004,62027,HYLAN BLVD,SATTERLEE ST,PAGE AVE
1160,62028,MILL RD,DELWIT AVE,NEW DORP LA
1269,62029,WATCHOGUE RD,WILLOW RD W,VICTORY BLVD
636,62034,VANDERBILT AVE,RICHMOND RD,BAY ST
768,62035,ROSSVILLE AVE,WOODROW RD,ARTHUR KILL RD
1010,62037,ST MARKS PL,VICTORY BLVD,WESTERVELT AVE
384,62042,NELSON AVE,TENNYSON DR,AMBOY RD
503,62043,MC CLEAN AVE,NORWAY AVE,LILY POND AVE
644,62044,WESTERVELT AVE,VICTORY BLVD,RICHMOND TERR
1147,62048,BRIGHTON AVE,CASTLETON AVE,JERSEY ST
504,62053,ARDEN AVE,WOODROW RD,ARTHUR KILL RD
129,63001,I278 Exit 3 & 4,GULF AVE,I278 EB (ON)
288,63002,I278 Exit 3 & 4,I278 WB (OFF),GOETHALS RD N
429,63003,I278 Exit 3 & 4,GOETHALS RD,I278 WB (ON)
564,63004,I278 Exit 3 & 4,I278 EB (OFF),GULF AVE
687,63005,I278 Exit 6 & 7,GOETHALS RD,I278 WB (ON)
811,63006,I278 Exit 6 & 7,I278 EB (OFF),FAHY AVE
923,63007,I278 Exit 6 & 7,I278 WB (OFF),GOETHALS RD
1064,63008,I278 Exit 6 & 7,I278 WB (OFF),RICHMOND AVE
1186,63009,I278 Exit 6 & 7,LAMBERTS LN,I278 EB (ON)
6,63010,I278 Exit 8 & 9,I278 EB (OFF),DR MARTIN LUTHER KING EXPY
291,63012,I278 Exit 8 & 9,NY 440 NB (ON),I278 WB (ON)
430,63013,I278 Exit 10 AT,S GANNON AVE,I278 EB (ON)
565,63014,I278 Exit 10 AT,I278 WB (OFF),N GANNON AVE
103,63020,I278 Exit 12 AT,REON AVE,I278 WB (ON)
203,63031,I278 Exit 15,I278 WB (OFF),DIVERGE TO NARROWS RD&LILY P
119,63050,NY 440 Exit 2 a,909C SB (OFF),NY440 EB (ON)
411,63052,NY 440 Exit 2 a,909C WB (OFF),NY440 SB (ON)
654,63064,NY 440 Exit 7,GLEN ST,NY440 NB (ON)
85,63070,Ny 440 Exit 8,SOUTH AVE,NY440 SB (ON)
1159,63078,NY 440 Exit 13,MORNINGSTAR RD,NY440 SB (ON)
260,63081,NY 440 Exit 3S,NY440 SB,VETERANS RD W
45,64000,ARTHUR KILL RD,DEAD END,BENTLEY ST
773,64005,ARTHUR KILL RD,ILLYSSA WAY,WOODROW RD
887,64006,ARTHUR KILL RD,ROSSVILLE AVE,HUGUENOT AVE
1005,64007,ARTHUR KILL RD,CARLYLE GREEN,ARDEN AVE
228,64011,ADELAIDE AVE,HYLAN BLVD,CLAWSON AVE
390,64012,ANDERSON AVE,WASHINGTON PL,SIMONSON PL
888,64016,BEACH ST,WATER ST,VAN DUZER ST
1014,64017,BEACH ST,VAN DUZER ST,ST PAULS AVE
1139,64018,BENTLEY ST,AMBOY RD,ARTHUR KILL RD
394,64022,BRABANT ST,SOUTH AVE,GRANDVIEW AVE
645,64024,BROAD ST,VAN DUZER ST,BAY ST
777,64025,BROOK ST,JERSEY ST,VICTORY BLVD
867,64026,BUEL AVE,RICHMOND RD,HYLAN BLVD
105,64030,CARY AVE,CLOVE RD,BEMENT AVE
395,64032,CEBRA AVE,ST PAULS AVE,OXFORD PL
868,64036,CENTRAL AVE,BAY ST,HYATT ST
1140,64038,CRAIG AVE,HYLAN BLVD,AMBOY RD
46,64040,D ST,END,LOOP AVE
656,64044,DEPPE PL,RICHMOND AVE,WEST WILLOW RD
1001,64047,EDGEWATER ST,HYLAN BLVD,BAY ST
1255,64049,FAHY AVE,FELTON ST,LONGDALE ST
239,64051,FRANKLIN AVE,ARNOLD ST,PROSPECT AVE
505,64053,WILLOW RD E,WYONA AVE,VICTORY BLVD
766,64065,HYLAN BLVD,BAY ST,EDGEWATER ST
1271,64069,LAFAYETTE AVE,BRIGHTON AVE,RICHMOND TER
91,64070,MAPLE PKWY,DERUYTER PL,LINDEN AVE
240,64071,LOUIS ST,HOWARD AVE,VICTORY BLVD
515,64073,MARSH AVE,PLATINUM AVE,RICHMOND HILL RD
583,64074,MILFORD DR,RENWICK AVE,OCEAN TERR
229,64081,NORWAY AVE,REID AVE,OLYMPIA BLVD
648,64084,OLGA PL,STEUBEN ST,HYLAN BLVD
769,64085,OLYMPIA BLVD,QUINTARD ST,SAND LA
892,64086,PLATINUM AVE,MARSH AVE,RICHMOND AVE
1257,64089,PROSPECT AVE,LAFAYETTE AVE,CLYDE PL
230,64091,QUINTARD ST,HYLAN BLVD,OLYMPIA BLVD
1141,64098,S SERVICE RD,PLEASNT PLNS A,BLOOMINGDLE RD
1246,64099,SAND LA,FR CAPODANNO BLVD,HYLAN BLVD
231,64101,SCHMIDTS LA,MANOR RD,SLOSSON AVE
1002,64107,STRATFORD AVE,ARLO RD,HOWARD AVE
93,64110,TIOGA ST,SENECA AVE,CLOVE RD
163,64111,TRANTOR PL,WALKER ST,
661,64114,VETERANS RD E,DRUMGOOLE RD,WOODROW RD
904,64116,VETERANS RD W,ARTHUR KILL RD,WOODROW RD
232,64121,WILDER AVE,CLARKE AVE,RICHMOND RD
516,64123,WILLOW RD W,W CASWELL AVE,FOREST AVE
869,64126,ARDSLEY ST,GILBERT ST,MOORE ST
987,65087,ALBERT CT,ROSECLIFF RD,WOODCREST RD
63,65090,PLANK RD,BERGLUND AVE,FIRTH RD
1122,65228,7 ST,ALLISON AVE,END
1226,65229,NATICK ST,THOMAS ST,END
968,65237,BEDELL AVE,DEAD END,AMBOY RD
1123,65238,COLON ST,CHESTER AVE,EDITH AVE
1227,65239,KREISCHER ST,ARTHUR KILL RD,WINANT PL
64,65240,RATHBUN AVE,VERNON AVE,DEAD END
362,65242,ROSEDALE AVE,POWELL ST,HOLCOMB AVE
481,65243,BALSAM PL,IVT CT,ALVERSON AVE
748,65245,BELFIELD AVE,ROSEDALE AVE,CROWN AVE
870,65246,WARING AVE,SHOTWELL AVE,WOEHRLE AVE
988,65247,E BRANDIS AVE,CORTELYOU AVE,ABINGDON AVE
1228,65249,KING ST,WOODS OF ARDEN RD,DEAD END
209,65251,GREAVES AVE,FAIRFIELD ST,ARTHUR KILL RD
482,65253,FABIAN ST,AMBOY RD,SNEDEN AVE
871,65256,DOWNEY PL,GRANDVIEW AVE,MERSEREAU AVE
989,65257,AMADOR ST,SOUTH AVE,AMITY PL
1124,65258,KNOLLWOOD CT,AMADOR ST,BIRCH RD
1229,65259,SPARTAN AVE,ANDREA PL,WOODCREST RD
65,65260,CASWELL LA,FELTON ST,ELSON ST
210,65261,HILLMAN AVE,MERRILL AVE,RICHMOND AVE
619,65264,CARNEGIE AVE,ARLENE ST,RICHMOND AVE
750,65265,PHELPS PL,HAMILTON AVE,END
1231,65269,FREAN ST,TARGEE ST,GORDON ST
67,65270,UNION PL,BEACH ST,BAY ST
364,65272,METCALFE ST,VAN DUZER ST,VANDERBILT AVE
1126,65278,ST JOHNS AVE,NARROWS RD N,BAY ST
212,65281,LAKEWOOD RD,END,REVERE ST
991,65287,TAYLOR CT,TAYLOR ST,DEAD END
68,65290,CROAK AVE,MANOR RD,SUSSEX AVE
213,65291,KINGSLEY AVE,MANOR RD,BROOKSIDE AVE
366,65292,OHIO PL,END,COLLEGE AVE
621,65294,WILLOWBROOK CT,CUL DE SAC,WILLOWBROOK RD
753,65295,HOLGATE ST,HAWTHORNE AVE,WILLOWBROOK RD
873,65296,WOODWARD AVE,WILLOWBROOK RD,S GANNON AVE
993,65297,WOODWARD AVE,N GANNON AVE,PURDY AVE
1233,65299,HYLAN PL,LINCOLN AVE,DEAD END
622,65304,AMHERST AVE,AVISTON ST,OAK AVE
813,66006,I278 Exit 8 & 9,DIVERGE FROM NY440 SB OFF,I278 EB (ON)
246,66011,VAN PELT AVE,DE RUYTER PL,LINDEN AVE
925,66017,I278 Exit 5 AT,I278 EB (OFF),NY440 SB (ON)
1066,66018,I278 Exit 5 AT,NY440 NB (OFF),I278 WB (ON)
1006,66047,JOHNSON AVE,AMBOY RD,ARTHUR KILL RD
385,66052,HUGUENOT AVE,DRUMGOOLE RD W,ARTHUR KILL RD
658,66304,Ny 440 Exit 4,ARTHURKILL RD,NY440 NB (ON)
83,68000,CLARK AVE,GILBERT ST,AMBOY RD
